"","names","total"
"65589","your monday",49
"65590","your mood",49
"65591","your neighborhood",49
"65592","your position",49
"65593","your sleep",49
"65594","your small",49
"65595","your spot",49
"65596","your spring",49
"65597","your stay",49
"65598","your throat",49
"65599","your wish",49
"65600","youre taking",49
"65601","a badge",48
"65602","a bout",48
"65603","a companion",48
"65604","a convo",48
"65605","a cookbook",48
"65606","a cooking",48
"65607","a cream",48
"65608","a darker",48
"65609","a database",48
"65610","a diff",48
"65611","a dip",48
"65612","a dreamer",48
"65613","a fixed",48
"65614","a fuss",48
"65615","a grave",48
"65616","a guys",48
"65617","a ladder",48
"65618","a logo",48
"65619","a pastry",48
"65620","a pedicure",48
"65621","a potentially",48
"65622","a rise",48
"65623","a roman",48
"65624","a scholar",48
"65625","a skype",48
"65626","a spicy",48
"65627","a still",48
"65628","a straw",48
"65629","a tender",48
"65630","abandoned the",48
"65631","about both",48
"65632","about family",48
"65633","absolutely the",48
"65634","accessories and",48
"65635","acquired by",48
"65636","across town",48
"65637","activity for",48
"65638","actually happened",48
"65639","actually that",48
"65640","add flour",48
"65641","address this",48
"65642","administration is",48
"65643","admit this",48
"65644","ads are",48
"65645","affection for",48
"65646","after listening",48
"65647","again all",48
"65648","ages ago",48
"65649","ago is",48
"65650","ah that",48
"65651","air at",48
"65652","airport is",48
"65653","all areas",48
"65654","all da",48
"65655","all feel",48
"65656","all members",48
"65657","all seems",48
"65658","also look",48
"65659","also needs",48
"65660","also they",48
"65661","also tried",48
"65662","also trying",48
"65663","always getting",48
"65664","always smile",48
"65665","am lucky",48
"65666","am supposed",48
"65667","amazing just",48
"65668","american women",48
"65669","among a",48
"65670","among you",48
"65671","an aside",48
"65672","an elaborate",48
"65673","an impromptu",48
"65674","an inside",48
"65675","an outline",48
"65676","and adds",48
"65677","and baked",48
"65678","and bear",48
"65679","and blessings",48
"65680","and chairs",48
"65681","and considering",48
"65682","and depression",48
"65683","and download",48
"65684","and due",48
"65685","and emails",48
"65686","and ensure",48
"65687","and falls",48
"65688","and fine",48
"65689","and freddie",48
"65690","and gentle",48
"65691","and hasnt",48
"65692","and hilarious",48
"65693","and housing",48
"65694","and increasing",48
"65695","and info",48
"65696","and means",48
"65697","and nine",48
"65698","and number",48
"65699","and opportunities",48
"65700","and pure",48
"65701","and schools",48
"65702","and side",48
"65703","and subsequently",48
"65704","and supplies",48
"65705","and ten",48
"65706","and tips",48
"65707","and total",48
"65708","and upon",48
"65709","and vintage",48
"65710","and wealth",48
"65711","and word",48
"65712","angelina jolie",48
"65713","another child",48
"65714","another place",48
"65715","another question",48
"65716","answering questions",48
"65717","any extra",48
"65718","any situation",48
"65719","anymore im",48
"65720","anyone get",48
"65721","anyway because",48
"65722","anyway if",48
"65723","application to",48
"65724","are adorable",48
"65725","are determined",48
"65726","are men",48
"65727","are performing",48
"65728","are placed",48
"65729","are provided",48
"65730","are soft",48
"65731","are subject",48
"65732","are together",48
"65733","areas are",48
"65734","arent always",48
"65735","around what",48
"65736","as late",48
"65737","asked where",48
"65738","asking my",48
"65739","asleep to",48
"65740","at coachella",48
"65741","at em",48
"65742","at he",48
"65743","at lax",48
"65744","at top",48
"65745","attach the",48
"65746","attack by",48
"65747","authority of",48
"65748","authors to",48
"65749","available but",48
"65750","avengers is",48
"65751","aw shucks",48
"65752","away just",48
"65753","awhile i",48
"65754","bad ones",48
"65755","badly i",48
"65756","basking in",48
"65757","be appropriate",48
"65758","be bigger",48
"65759","be certain",48
"65760","be dealt",48
"65761","be discovered",48
"65762","be embarrassed",48
"65763","be extra",48
"65764","be improved",48
"65765","be introduced",48
"65766","be measured",48
"65767","be online",48
"65768","be other",48
"65769","be picking",48
"65770","be shot",48
"65771","be simple",48
"65772","be young",48
"65773","beat us",48
"65774","because theyve",48
"65775","bed by",48
"65776","been diagnosed",48
"65777","been kind",48
"65778","been shot",48
"65779","been sold",48
"65780","before coming",48
"65781","beginning but",48
"65782","being killed",48
"65783","best job",48
"65784","best music",48
"65785","best out",48
"65786","better quality",48
"65787","between an",48
"65788","between pm",48
"65789","beyond their",48
"65790","big box",48
"65791","big d",48
"65792","big sis",48
"65793","black the",48
"65794","boil the",48
"65795","bon jovi",48
"65796","book series",48
"65797","boys of",48
"65798","bragging about",48
"65799","break free",48
"65800","break so",48
"65801","breakfast lunch",48
"65802","bro we",48
"65803","but jesus",48
"65804","but later",48
"65805","but looks",48
"65806","but ok",48
"65807","but such",48
"65808","but wouldnt",48
"65809","by black",48
"65810","by each",48
"65811","by grace",48
"65812","bye to",48
"65813","cake that",48
"65814","call was",48
"65815","calls a",48
"65816","can include",48
"65817","cant deny",48
"65818","car as",48
"65819","care anymore",48
"65820","care the",48
"65821","carried a",48
"65822","center with",48
"65823","certainly didnt",48
"65824","certainly does",48
"65825","change them",48
"65826","changes i",48
"65827","chaos and",48
"65828","chapter on",48
"65829","character or",48
"65830","characters the",48
"65831","cheesecake factory",48
"65832","chicken to",48
"65833","children under",48
"65834","chillin in",48
"65835","chime in",48
"65836","chin up",48
"65837","choice the",48
"65838","choice was",48
"65839","cigarettes and",48
"65840","click to",48
"65841","closed at",48
"65842","coats and",48
"65843","coincide with",48
"65844","collaborating with",48
"65845","college degree",48
"65846","comedy show",48
"65847","companies who",48
"65848","company called",48
"65849","competition with",48
"65850","congrats for",48
"65851","considered by",48
"65852","contest in",48
"65853","controlling the",48
"65854","convey the",48
"65855","convince my",48
"65856","cowboy boots",48
"65857","crazy night",48
"65858","created it",48
"65859","crew for",48
"65860","crew members",48
"65861","cross over",48
"65862","cry at",48
"65863","curious how",48
"65864","currently a",48
"65865","customers in",48
"65866","cut you",48
"65867","da man",48
"65868","dairy queen",48
"65869","dance of",48
"65870","dance team",48
"65871","day full",48
"65872","day got",48
"65873","day haha",48
"65874","day more",48
"65875","day working",48
"65876","de facto",48
"65877","debate over",48
"65878","decade and",48
"65879","decided he",48
"65880","del mar",48
"65881","department at",48
"65882","deserve better",48
"65883","design to",48
"65884","designing a",48
"65885","desires of",48
"65886","detail the",48
"65887","developed and",48
"65888","device that",48
"65889","did today",48
"65890","did try",48
"65891","didnt but",48
"65892","differently and",48
"65893","difficult than",48
"65894","dig a",48
"65895","dim sum",48
"65896","directly at",48
"65897","discuss this",48
"65898","distance to",48
"65899","dive in",48
"65900","do during",48
"65901","do how",48
"65902","doctor in",48
"65903","doctor to",48
"65904","donate a",48
"65905","donating to",48
"65906","done much",48
"65907","dont add",48
"65908","dorm room",48
"65909","dr phil",48
"65910","drama in",48
"65911","drive i",48
"65912","driver was",48
"65913","dying in",48
"65914","earlier the",48
"65915","earth as",48
"65916","easy peasy",48
"65917","economic recovery",48
"65918","effort is",48
"65919","eight of",48
"65920","element to",48
"65921","else just",48
"65922","else out",48
"65923","elton john",48
"65924","em a",48
"65925","email in",48
"65926","emerged as",48
"65927","emma and",48
"65928","employees of",48
"65929","enemies of",48
"65930","engage the",48
"65931","enough food",48
"65932","entertained by",48
"65933","environment of",48
"65934","equal and",48
"65935","equipment to",48
"65936","especially now",48
"65937","evening was",48
"65938","event which",48
"65939","events like",48
"65940","ever take",48
"65941","everybody and",48
"65942","everyone does",48
"65943","everyone out",48
"65944","everyone whos",48
"65945","everything youve",48
"65946","exchange of",48
"65947","expose the",48
"65948","fabric is",48
"65949","face this",48
"65950","face you",48
"65951","facial expressions",48
"65952","fair bit",48
"65953","familiar and",48
"65954","families with",48
"65955","fan is",48
"65956","fantastic time",48
"65957","far into",48
"65958","fears of",48
"65959","feed your",48
"65960","feel his",48
"65961","feel if",48
"65962","fees for",48
"65963","felt my",48
"65964","fight this",48
"65965","fighting against",48
"65966","figure i",48
"65967","filed in",48
"65968","fills the",48
"65969","final destination",48
"65970","finally come",48
"65971","finally friday",48
"65972","finding my",48
"65973","finished this",48
"65974","first come",48
"65975","first she",48
"65976","first years",48
"65977","floors and",48
"65978","fo sho",48
"65979","follow they",48
"65980","followers have",48
"65981","food a",48
"65982","food it",48
"65983","for bad",48
"65984","for billion",48
"65985","for comfort",48
"65986","for events",48
"65987","for higher",48
"65988","for ice",48
"65989","for late",48
"65990","for raising",48
"65991","for setting",48
"65992","forms a",48
"65993","forth the",48
"65994","founded the",48
"65995","free drink",48
"65996","free lunch",48
"65997","free samples",48
"65998","free you",48
"65999","frequency of",48
"66000","friday after",48
"66001","friday that",48
"66002","from more",48
"66003","from no",48
"66004","from something",48
"66005","from washington",48
"66006","from with",48
"66007","fucking up",48
"66008","full disclosure",48
"66009","further information",48
"66010","future that",48
"66011","game winning",48
"66012","garden with",48
"66013","gate and",48
"66014","generally speaking",48
"66015","get everyone",48
"66016","get fat",48
"66017","get its",48
"66018","get moving",48
"66019","get scared",48
"66020","giveaway for",48
"66021","given for",48
"66022","go be",48
"66023","golden and",48
"66024","golden rule",48
"66025","golf tournament",48
"66026","good she",48
"66027","good writing",48
"66028","google for",48
"66029","got i",48
"66030","got word",48
"66031","gotta watch",48
"66032","grade level",48
"66033","granted i",48
"66034","great d",48
"66035","great easter",48
"66036","great hope",48
"66037","great information",48
"66038","great thank",48
"66039","green on",48
"66040","guess she",48
"66041","guessing that",48
"66042","guidance and",48
"66043","guys go",48
"66044","guys really",48
"66045","gym to",48
"66046","habits of",48
"66047","had kids",48
"66048","hahaha its",48
"66049","hahaha oh",48
"66050","halls of",48
"66051","hannah montana",48
"66052","happen it",48
"66053","happened so",48
"66054","happening i",48
"66055","happier with",48
"66056","happy or",48
"66057","harry and",48
"66058","has she",48
"66059","has signed",48
"66060","have anyone",48
"66061","havent eaten",48
"66062","having read",48
"66063","he understands",48
"66064","healthy lifestyle",48
"66065","hear something",48
"66066","heard they",48
"66067","heart just",48
"66068","hehe i",48
"66069","her ear",48
"66070","her left",48
"66071","her man",48
"66072","her show",48
"66073","her stuff",48
"66074","her teeth",48
"66075","her which",48
"66076","here already",48
"66077","here haha",48
"66078","hes no",48
"66079","hey baby",48
"66080","hey dont",48
"66081","higher the",48
"66082","hill to",48
"66083","him which",48
"66084","himself that",48
"66085","his colleagues",48
"66086","his song",48
"66087","hit or",48
"66088","holding your",48
"66089","home which",48
"66090","honesty is",48
"66091","hood and",48
"66092","hope no",48
"66093","hope someone",48
"66094","hoped it",48
"66095","hopefully soon",48
"66096","hot chili",48
"66097","hours this",48
"66098","house down",48
"66099","house now",48
"66100","house speaker",48
"66101","how awful",48
"66102","how theyre",48
"66103","hunting and",48
"66104","hurts the",48
"66105","i aim",48
"66106","i arrive",48
"66107","i counted",48
"66108","i despise",48
"66109","i envy",48
"66110","i fucked",48
"66111","i has",48
"66112","i spy",48
"66113","i touch",48
"66114","id made",48
"66115","idea behind",48
"66116","ides of",48
"66117","idol and",48
"66118","if theyd",48
"66119","ignore my",48
"66120","ignores the",48
"66121","ikr i",48
"66122","ill continue",48
"66123","illustration of",48
"66124","im hooked",48
"66125","im literally",48
"66126","images on",48
"66127","imagine being",48
"66128","importance to",48
"66129","in basketball",48
"66130","in co",48
"66131","in fiction",48
"66132","in hearing",48
"66133","in horror",48
"66134","in journalism",48
"66135","in kindergarten",48
"66136","in nba",48
"66137","in nigeria",48
"66138","in opposition",48
"66139","in ourselves",48
"66140","in pictures",48
"66141","in playing",48
"66142","in urban",48
"66143","in warm",48
"66144","in women",48
"66145","in word",48
"66146","incident and",48
"66147","include in",48
"66148","include some",48
"66149","including his",48
"66150","including this",48
"66151","index finger",48
"66152","information but",48
"66153","information they",48
"66154","interesting the",48
"66155","international community",48
"66156","interview today",48
"66157","into existence",48
"66158","iphone to",48
"66159","is asked",48
"66160","is asleep",48
"66161","is associated",48
"66162","is attending",48
"66163","is below",48
"66164","is commonly",48
"66165","is disgusting",48
"66166","is false",48
"66167","is fascinating",48
"66168","is measured",48
"66169","is prepared",48
"66170","is produced",48
"66171","is treating",48
"66172","is typical",48
"66173","issues as",48
"66174","it anywhere",48
"66175","it fixed",48
"66176","it literally",48
"66177","it moving",48
"66178","it occurs",48
"66179","it perhaps",48
"66180","it personally",48
"66181","it plus",48
"66182","it quits",48
"66183","it represents",48
"66184","it serves",48
"66185","it stops",48
"66186","its love",48
"66187","its rather",48
"66188","its scary",48
"66189","its second",48
"66190","its yours",48
"66191","ive asked",48
"66192","ive gotta",48
"66193","ive talked",48
"66194","james brown",48
"66195","jay z",48
"66196","jealous and",48
"66197","jimmy johns",48
"66198","jobs i",48
"66199","john boehner",48
"66200","john edwards",48
"66201","journalism and",48
"66202","journey from",48
"66203","just aint",48
"66204","just bc",48
"66205","just beginning",48
"66206","just email",48
"66207","just fucking",48
"66208","just hours",48
"66209","just miss",48
"66210","just our",48
"66211","just stupid",48
"66212","just tired",48
"66213","justin beiber",48
"66214","keep having",48
"66215","kelly clarkson",48
"66216","kids about",48
"66217","kids this",48
"66218","kisses and",48
"66219","knack for",48
"66220","know haha",48
"66221","know things",48
"66222","latter is",48
"66223","law which",48
"66224","layout is",48
"66225","lbs in",48
"66226","leader who",48
"66227","leave some",48
"66228","lesson and",48
"66229","lets call",48
"66230","letting her",48
"66231","liable for",48
"66232","life too",48
"66233","light brown",48
"66234","lights up",48
"66235","like love",48
"66236","like music",48
"66237","like s",48
"66238","likely not",48
"66239","lincoln park",48
"66240","links in",48
"66241","links on",48
"66242","lists and",48
"66243","little children",48
"66244","little guys",48
"66245","lived to",48
"66246","living by",48
"66247","living under",48
"66248","local church",48
"66249","lol ive",48
"66250","lol okay",48
"66251","long we",48
"66252","lord the",48
"66253","lose in",48
"66254","lot longer",48
"66255","loved all",48
"66256","lover and",48
"66257","low s",48
"66258","magic is",48
"66259","magnitude of",48
"66260","making love",48
"66261","man does",48
"66262","man ill",48
"66263","managing director",48
"66264","market has",48
"66265","marking the",48
"66266","marriage of",48
"66267","matter when",48
"66268","me always",48
"66269","me awake",48
"66270","me fall",48
"66271","me pick",48
"66272","me sometime",48
"66273","me such",48
"66274","me via",48
"66275","me watch",48
"66276","meet all",48
"66277","members for",48
"66278","members from",48
"66279","men as",48
"66280","mentally and",48
"66281","message if",48
"66282","message was",48
"66283","met me",48
"66284","midnight on",48
"66285","million americans",48
"66286","mind body",48
"66287","mind im",48
"66288","miss anything",48
"66289","missed him",48
"66290","mission impossible",48
"66291","mistakes but",48
"66292","mobile and",48
"66293","mom dad",48
"66294","moment they",48
"66295","money its",48
"66296","month this",48
"66297","months when",48
"66298","mood of",48
"66299","more before",48
"66300","more frequent",48
"66301","more later",48
"66302","more seriously",48
"66303","more there",48
"66304","more today",48
"66305","more women",48
"66306","moreover the",48
"66307","most comfortable",48
"66308","most delicious",48
"66309","mostly to",48
"66310","move with",48
"66311","movement that",48
"66312","movement the",48
"66313","movie will",48
"66314","movies but",48
"66315","much an",48
"66316","much great",48
"66317","much lower",48
"66318","much nicer",48
"66319","much sleep",48
"66320","much u",48
"66321","much was",48
"66322","music can",48
"66323","muslim brotherhood",48
"66324","my digital",48
"66325","my fair",48
"66326","my green",48
"66327","my identity",48
"66328","my motto",48
"66329","my purpose",48
"66330","my share",48
"66331","my spiritual",48
"66332","nation that",48
"66333","natural disasters",48
"66334","need us",48
"66335","needed an",48
"66336","needle and",48
"66337","negative and",48
"66338","never miss",48
"66339","new art",48
"66340","new artist",48
"66341","new feature",48
"66342","new shows",48
"66343","new south",48
"66344","new technologies",48
"66345","news as",48
"66346","nice long",48
"66347","nice man",48
"66348","nice person",48
"66349","nice time",48
"66350","night rt",48
"66351","night well",48
"66352","no class",48
"66353","no questions",48
"66354","no rush",48
"66355","not easily",48
"66356","not friends",48
"66357","not people",48
"66358","not pretty",48
"66359","not super",48
"66360","note im",48
"66361","nothing without",48
"66362","novel it",48
"66363","now got",48
"66364","now starting",48
"66365","nuts in",48
"66366","of bullying",48
"66367","of calling",48
"66368","of conflict",48
"66369","of depression",48
"66370","of environmental",48
"66371","of georgia",48
"66372","of literary",48
"66373","of monday",48
"66374","of negative",48
"66375","of obama",48
"66376","of performance",48
"66377","of protection",48
"66378","of radio",48
"66379","of relationships",48
"66380","of she",48
"66381","of sleeping",48
"66382","of soft",48
"66383","of tech",48
"66384","of testing",48
"66385","off day",48
"66386","offer an",48
"66387","officially done",48
"66388","often get",48
"66389","often is",48
"66390","oh baby",48
"66391","oh me",48
"66392","ok my",48
"66393","okay the",48
"66394","older kids",48
"66395","on bass",48
"66396","on dancing",48
"66397","on offense",48
"66398","on shuffle",48
"66399","on target",48
"66400","on thursdays",48
"66401","on working",48
"66402","once were",48
"66403","once your",48
"66404","one second",48
"66405","onethird of",48
"66406","only but",48
"66407","only say",48
"66408","only some",48
"66409","open but",48
"66410","operations and",48
"66411","options in",48
"66412","or add",48
"66413","or hot",48
"66414","or times",48
"66415","or under",48
"66416","or water",48
"66417","order but",48
"66418","other at",48
"66419","our books",48
"66420","our brand",48
"66421","our film",48
"66422","our lady",48
"66423","our lunch",48
"66424","our modern",48
"66425","out have",48
"66426","out laughing",48
"66427","out people",48
"66428","outline of",48
"66429","outside it",48
"66430","own self",48
"66431","own so",48
"66432","own voice",48
"66433","page has",48
"66434","painted it",48
"66435","paranormal activity",48
"66436","particularly for",48
"66437","parts that",48
"66438","party will",48
"66439","passions and",48
"66440","past hours",48
"66441","patiently for",48
"66442","patients with",48
"66443","pencils and",48
"66444","perfect gift",48
"66445","perhaps there",48
"66446","personal account",48
"66447","phone died",48
"66448","phone has",48
"66449","picked me",48
"66450","picture from",48
"66451","place after",48
"66452","place now",48
"66453","play you",48
"66454","played well",48
"66455","plays on",48
"66456","please the",48
"66457","porch and",48
"66458","position i",48
"66459","position with",48
"66460","post something",48
"66461","power as",48
"66462","pregnant i",48
"66463","press in",48
"66464","pressure from",48
"66465","pretend i",48
"66466","pretty clear",48
"66467","pretty crazy",48
"66468","prince charming",48
"66469","print on",48
"66470","prison in",48
"66471","probably is",48
"66472","products or",48
"66473","project so",48
"66474","properties of",48
"66475","province of",48
"66476","provision of",48
"66477","public radio",48
"66478","pulled her",48
"66479","punch in",48
"66480","punished for",48
"66481","question my",48
"66482","question we",48
"66483","question whether",48
"66484","questions like",48
"66485","range in",48
"66486","rather i",48
"66487","rd place",48
"66488","reach our",48
"66489","ready when",48
"66490","real love",48
"66491","reality shows",48
"66492","really hurt",48
"66493","really meant",48
"66494","really to",48
"66495","really who",48
"66496","recent weeks",48
"66497","recipes from",48
"66498","recording the",48
"66499","red flag",48
"66500","reference in",48
"66501","refs are",48
"66502","relatively new",48
"66503","relief to",48
"66504","replied i",48
"66505","researching the",48
"66506","resorting to",48
"66507","resources are",48
"66508","restaurant with",48
"66509","retired from",48
"66510","return i",48
"66511","revel in",48
"66512","right foot",48
"66513","right under",48
"66514","rise from",48
"66515","risk is",48
"66516","river to",48
"66517","road of",48
"66518","robert frost",48
"66519","rock this",48
"66520","roll a",48
"66521","room after",48
"66522","rt life",48
"66523","rt still",48
"66524","rumors about",48
"66525","run after",48
"66526","s he",48
"66527","sad how",48
"66528","sale to",48
"66529","same night",48
"66530","sarah and",48
"66531","saw two",48
"66532","say here",48
"66533","say these",48
"66534","says when",48
"66535","search on",48
"66536","season or",48
"66537","see s",48
"66538","seeing me",48
"66539","senate and",48
"66540","sent off",48
"66541","series has",48
"66542","seriously considering",48
"66543","served the",48
"66544","sets up",48
"66545","sex on",48
"66546","she puts",48
"66547","shots at",48
"66548","should expect",48
"66549","show there",48
"66550","sides are",48
"66551","signs are",48
"66552","silent film",48
"66553","sing for",48
"66554","single most",48
"66555","site as",48
"66556","site at",48
"66557","sitting up",48
"66558","situation to",48
"66559","sky the",48
"66560","slices and",48
"66561","smells so",48
"66562","snow to",48
"66563","so complicated",48
"66564","so confusing",48
"66565","so need",48
"66566","so only",48
"66567","so stressed",48
"66568","so warm",48
"66569","softball team",48
"66570","some decent",48
"66571","some feedback",48
"66572","some green",48
"66573","some quick",48
"66574","some trouble",48
"66575","some weight",48
"66576","someone wants",48
"66577","something youve",48
"66578","sometimes be",48
"66579","sorting out",48
"66580","speed to",48
"66581","spoon and",48
"66582","sport of",48
"66583","st paddys",48
"66584","stadium in",48
"66585","star for",48
"66586","start all",48
"66587","start calling",48
"66588","state senate",48
"66589","statement and",48
"66590","statement from",48
"66591","states for",48
"66592","stay open",48
"66593","stay together",48
"66594","stay true",48
"66595","stepping out",48
"66596","stick the",48
"66597","still gotta",48
"66598","stop what",48
"66599","storm in",48
"66600","strategies to",48
"66601","streets are",48
"66602","strength is",48
"66603","stuck it",48
"66604","studied the",48
"66605","studying and",48
"66606","submitted my",48
"66607","success on",48
"66608","such fun",48
"66609","sugar cookies",48
"66610","suggested to",48
"66611","supporters and",48
"66612","supporting cast",48
"66613","sure some",48
"66614","surprise of",48
"66615","suspicion of",48
"66616","sweep the",48
"66617","swimming and",48
"66618","t shirts",48
"66619","taking one",48
"66620","team won",48
"66621","teenage years",48
"66622","terrible but",48
"66623","texas rangers",48
"66624","than everyone",48
"66625","than getting",48
"66626","than have",48
"66627","thanks well",48
"66628","that country",48
"66629","that eventually",48
"66630","that horrible",48
"66631","that hot",48
"66632","that leave",48
"66633","that nearly",48
"66634","that occur",48
"66635","that p",48
"66636","that police",48
"66637","that shirt",48
"66638","thats weird",48
"66639","the amendment",48
"66640","the aquarium",48
"66641","the backdrop",48
"66642","the bbq",48
"66643","the blackhawks",48
"66644","the boil",48
"66645","the boiling",48
"66646","the boring",48
"66647","the buddha",48
"66648","the cartoon",48
"66649","the creepy",48
"66650","the cricket",48
"66651","the crying",48
"66652","the daytime",48
"66653","the departments",48
"66654","the distribution",48
"66655","the doctrine",48
"66656","the elites",48
"66657","the graduation",48
"66658","the halloween",48
"66659","the has",48
"66660","the hobby",48
"66661","the iceberg",48
"66662","the instructor",48
"66663","the killers",48
"66664","the landing",48
"66665","the lime",48
"66666","the logical",48
"66667","the lotus",48
"66668","the loving",48
"66669","the mainland",48
"66670","the mount",48
"66671","the nearly",48
"66672","the newsletter",48
"66673","the operating",48
"66674","the opposing",48
"66675","the organ",48
"66676","the owl",48
"66677","the pill",48
"66678","the poker",48
"66679","the popularity",48
"66680","the precise",48
"66681","the publics",48
"66682","the romney",48
"66683","the silly",48
"66684","the socialist",48
"66685","the spark",48
"66686","the spelling",48
"66687","the spices",48
"66688","the taking",48
"66689","the tap",48
"66690","the taxes",48
"66691","the temporary",48
"66692","the thinking",48
"66693","the trim",48
"66694","the viewers",48
"66695","the weapon",48
"66696","their baby",48
"66697","their case",48
"66698","their good",48
"66699","their main",48
"66700","their top",48
"66701","their true",48
"66702","them where",48
"66703","then moved",48
"66704","there thats",48
"66705","therefore we",48
"66706","theres even",48
"66707","theres never",48
"66708","these four",48
"66709","these groups",48
"66710","theyve made",48
"66711","things better",48
"66712","things had",48
"66713","things start",48
"66714","think tank",48
"66715","thinks you",48
"66716","this dog",48
"66717","this end",48
"66718","this home",48
"66719","this incident",48
"66720","this law",48
"66721","this store",48
"66722","this through",48
"66723","those feelings",48
"66724","thoughts for",48
"66725","three parts",48
"66726","threw my",48
"66727","through friday",48
"66728","throwing it",48
"66729","tim and",48
"66730","time each",48
"66731","times do",48
"66732","times were",48
"66733","title track",48
"66734","to bloom",48
"66735","to buying",48
"66736","to coming",48
"66737","to curb",48
"66738","to current",48
"66739","to discern",48
"66740","to english",48
"66741","to fame",48
"66742","to humans",48
"66743","to members",48
"66744","to monday",48
"66745","to nature",48
"66746","to officially",48
"66747","to picture",48
"66748","to possess",48
"66749","to pretty",48
"66750","to rap",48
"66751","to rape",48
"66752","to relocate",48
"66753","to said",48
"66754","to slowly",48
"66755","to soothe",48
"66756","to third",48
"66757","to transport",48
"66758","to tweeting",48
"66759","to virginia",48
"66760","to wind",48
"66761","to wisconsin",48
"66762","today wish",48
"66763","todays game",48
"66764","tone for",48
"66765","too though",48
"66766","took time",48
"66767","top off",48
"66768","towel and",48
"66769","town so",48
"66770","track in",48
"66771","track that",48
"66772","tracks for",48
"66773","travel is",48
"66774","treats and",48
"66775","treats for",48
"66776","tree the",48
"66777","trending on",48
"66778","trey songz",48
"66779","tried for",48
"66780","try their",48
"66781","tucked into",48
"66782","tv at",48
"66783","tweets but",48
"66784","twitter a",48
"66785","twitter dont",48
"66786","twitter please",48
"66787","two thousand",48
"66788","u down",48
"66789","u if",48
"66790","u plz",48
"66791","u use",48
"66792","ugh this",48
"66793","uh no",48
"66794","until april",48
"66795","up do",48
"66796","up have",48
"66797","up trying",48
"66798","up who",48
"66799","up world",48
"66800","update this",48
"66801","updating my",48
"66802","us attorney",48
"66803","us could",48
"66804","us no",48
"66805","usual and",48
"66806","venue and",48
"66807","version in",48
"66808","very deep",48
"66809","very healthy",48
"66810","very merry",48
"66811","very slowly",48
"66812","virtually all",48
"66813","visit wwwradiotagrcomwfuv",48
"66814","vow to",48
"66815","waited to",48
"66816","walk along",48
"66817","walk is",48
"66818","walked on",48
"66819","wanna dance",48
"66820","wanna stay",48
"66821","wanna try",48
"66822","want those",48
"66823","war but",48
"66824","was empty",48
"66825","was fully",48
"66826","was gay",48
"66827","was serious",48
"66828","was soo",48
"66829","wasnt doing",48
"66830","watch at",48
"66831","watch our",48
"66832","watch us",48
"66833","water of",48
"66834","way ahead",48
"66835","way our",48
"66836","we hang",48
"66837","we pick",48
"66838","we returned",48
"66839","we sang",48
"66840","we sell",48
"66841","we sold",48
"66842","wee hours",48
"66843","weekend hope",48
"66844","weekend will",48
"66845","well post",48
"66846","well which",48
"66847","were big",48
"66848","what kinda",48
"66849","what size",48
"66850","what took",48
"66851","what used",48
"66852","whats better",48
"66853","where most",48
"66854","white christmas",48
"66855","who share",48
"66856","who taught",48
"66857","whole idea",48
"66858","whove been",48
"66859","why anyone",48
"66860","why what",48
"66861","wild card",48
"66862","will automatically",48
"66863","will donate",48
"66864","will or",48
"66865","will realize",48
"66866","william and",48
"66867","wind of",48
"66868","winners and",48
"66869","winners in",48
"66870","winnie the",48
"66871","with customers",48
"66872","with james",48
"66873","with k",48
"66874","with reality",48
"66875","women do",48
"66876","women they",48
"66877","women want",48
"66878","wont allow",48
"66879","words which",48
"66880","working hours",48
"66881","working today",48
"66882","world order",48
"66883","worlds and",48
"66884","worst and",48
"66885","worst feeling",48
"66886","worst nightmare",48
"66887","worth checking",48
"66888","worth my",48
"66889","would simply",48
"66890","wouldnt like",48
"66891","writer to",48
"66892","wrong as",48
"66893","wwwradiotagrcomwfuv to",48
"66894","yay we",48
"66895","years were",48
"66896","you living",48
"66897","you shoot",48
"66898","you sorry",48
"66899","you time",48
"66900","youll feel",48
"66901","youll go",48
"66902","your album",48
"66903","your at",48
"66904","your biz",48
"66905","your drink",48
"66906","your happy",48
"66907","your hot",48
"66908","your ipad",48
"66909","your lucky",48
"66910","your path",48
"66911","your perfect",48
"66912","your perspective",48
"66913","your plate",48
"66914","youre telling",48
"66915","yours i",48
"66916","a ban",47
"66917","a bedroom",47
"66918","a blonde",47
"66919","a bonfire",47
"66920","a childhood",47
"66921","a coin",47
"66922","a conclusion",47
"66923","a divine",47
"66924","a division",47
"66925","a fail",47
"66926","a ford",47
"66927","a from",47
"66928","a hate",47
"66929","a its",47
"66930","a microwave",47
"66931","a nest",47
"66932","a payment",47
"66933","a published",47
"66934","a slap",47
"66935","a soda",47
"66936","a stiff",47
"66937","a strawberry",47
"66938","a striking",47
"66939","a superhero",47
"66940","a supporter",47
"66941","a survivor",47
"66942","a tablespoon",47
"66943","a tomato",47
"66944","a trio",47
"66945","a tropical",47
"66946","a violation",47
"66947","a waiting",47
"66948","a was",47
"66949","a wind",47
"66950","about degrees",47
"66951","about once",47
"66952","about others",47
"66953","above average",47
"66954","absolutely hate",47
"66955","absorb the",47
"66956","accepted that",47
"66957","actually kind",47
"66958","actually liked",47
"66959","added more",47
"66960","added you",47
"66961","adopt the",47
"66962","adventures and",47
"66963","after almost",47
"66964","again another",47
"66965","again some",47
"66966","again will",47
